bond_ticker,equity_ticker,comp_name
SFDL,SFDL,SECURITY FEDERAL COR
PDCE,PDCE,PDC Energy, Inc.
HOLX,HOLX,Hologic, Inc.
IEX,IEX,IDEX Corporation Common Stock
BIO,BIO,Bio-Rad Laboratories, Inc. Clas
AMD,AMD,Advanced Micro Devices, Inc.
ALB,ALB,Albemarle Corporation Common St
AHL,AHL,Aspen Insurance Holdings Limite
HTWR,HTWR,Heartware International, Inc.
HR,HR,Healthcare Realty Trust Incorpo
CXO,CXO,Concho Resources Inc. Common St
BGG,BGG,Briggs & Stratton Corporation C
KEM,KEM,Kemet Corporation New Common St
SPR,SPR,Spirit Aerosystems Holdings, In
CHTR,CHTR,Charter Communications, Inc.
APU,APU,AmeriGas Partners, L.P. Common 
SLB,SLB,Schlumberger N.V. Common Stock
TYC,TYC,Tyco International plc (Ireland
WBMD,WBMD,WebMD Health Corp
HBI,HBI,Hanesbrands Inc. Common Stock
CPN,CPN,Calpine Corporation Common Stoc
ORLY,ORLY,O'Reilly Automotive, Inc.
URI,URI,United Rentals, Inc. Common Sto
ACW,ACW,Accuride Corporation Common Sto
DAN,DAN,Dana Incorporated Common Stock 
TIAAGL,TIAA,NA
NOKIA,NOK,NA
TAYARR,TAYA,NA
NOMURA,NOMU,NA
GRBE,GR,NA
IRONHG,IRON,NA
ICTPM,ICT,NA
WIREWG,WIRE,NA
FOSS,FO,NA
TUFFCO,TUFF,NA
FTJAX,FTJ,NA
AMHERS,AMHE,NA
PRVHSS,PRVH,NA
VANDER,VAND,NA
CVECN,CVE,NA
BATSLN,BATS,NA
STARTS,STAR,NA
CORNLU,CORN,NA
EDNAR,EDN,NA
DARMTH,DARM,NA
YARNO,YAR,NA
TXFIE,TXF,NA
PLNS,PL,NA
PREZ,PR,NA
GTLSQ,GTL,NA
SRCM,SR,NA
MARHEA,MARH,NA
MOTELS,MOTE,NA
DAEHIM,DAEH,NA
ACI,A,NA
OLAMSP,OLAM,NA
VW,NA,NA
ROPHOE,ROPH,NA
BMCAUS,BMCA,NA
AGIPM,AGI,NA
JBGROC,JBGR,NA
SUZANO,SUZA,NA
WOWAU,WOW,NA
HELI,HE,NA
INTEL,INT,NA
AIOAU,AIO,NA
SBERRU,SBER,NA
SAYAR,SAY,NA
HPLGR,HPL,NA
ARGID,ARG,NA
BRPRSA,BRPR,NA
THF,T,NA
SYDAU,SYD,NA
SMPM,SM,NA
BCOCPE,BCOC,NA
HKLSP,HKL,NA
SIGNUM,SIGN,NA
QTELQD,QTEL,NA
GFISJ,GFI,NA
AUQCN,AUQ,NA
BANCO,BAN,NA
SIDE,SI,NA
BKC,B,NA
HILCRP,HILC,NA
IXEGF,IXE,NA
SCFRU,SCF,NA
DEWAAE,DEWA,NA
KORGAS,KORG,NA
ABGSM,ABG,NA
UNIVND,UNIV,NA
LANFIN,LANF,NA
CHMFRU,CHMF,NA
MWE,M,NA
ARCOR,ARC,NA
CEAGRO,CEAG,NA
CSANBZ,CSAN,NA
UBMLN,UBM,NA
SINOCH,SINO,NA
DRIV,DR,NA
BONSUC,BONS,NA
TRAVPH,TRAV,NA
ALRSRU,ALRS,NA
PROBUS,PROB,NA
CHIOLI,CHIO,NA
CHTREE,CHTR,NA
CFWCN,CFW,NA
GMGAU,GMG,NA
CHIPRK,CHIP,NA
GSHPBR,GSHP,NA
PDCN,PD,NA
PCL,P,NA
OCBCSP,OCBC,NA
SUPEAR,SUPE,NA
UVN,U,NA
CHOGRP,CHOG,NA
ODEBRE,ODEB,NA
KINGIL,KING,NA
MARSIC,MARS,NA
RCOLIN,RCOL,NA
CLISA,CLI,NA
FLTGRT,FLTG,NA
SRTCO,SRT,NA
FUBON,FUB,NA
ICBCAS,ICBC,NA
CONVAT,CONV,NA
HGR,H,NA
BUMBLE,BUMB,NA
CLWR,CL,NA
BGGRP,BGG,NA
TDGCN,TDG,NA
ECLCI,ECL,NA
FMGAU,FMG,NA
AEROAR,AERO,NA
EDCPM,EDC,NA
ABK,A,NA
AFRLN,AFR,NA
HCSERV,HCSE,NA
BRMLBZ,BRML,NA
DIRBUY,DIRB,NA
MTRM,MT,NA
CENSUD,CENS,NA
INKENE,INKE,NA
HYUCAP,HYUC,NA
AACE,AA,NA
VOSASA,VOSA,NA
DNDN,DN,NA
BANSAF,BANS,NA
TRUBRU,TRUB,NA
EMAAR,EMA,NA
EMPTOD,EMPT,NA
NGLS,NG,NA
ICASA,ICA,NA
SCS,SCS,Steelcase Inc. Common Stock
FDO,FDO,Family Dollar Stores, Inc. Comm
CNX,CNX,CONSOL Energy Inc. Common Stock
MPC,MPC,Marathon Petroleum Corporation 
SVNT,SVNT,SEVENTY SEVEN ENER COM USD0.01
PSEC,PSEC,Prospect Capital Corporation
KEG,KEG,Key Energy Services, Inc.
RDEN,RDEN,Elizabeth Arden, Inc.
CRK,CRK,Comstock Resources, Inc. Common
JNPR,JNPR,Juniper Networks, Inc. Common S
PERY,PERY,Perry Ellis International Inc.
AIMC,AIMC,Altra Industrial Motion Corp.
ORI,ORI,Old Republic International Corp
BBY,BBY,Best Buy Co., Inc. Common Stock
SOL,SOL,Renesola Ltd. Common Shares of 
NYT,NYT,New York Times Company (The) Co
RAS,RAS,RAIT Financial Trust New Common
ARCC,ARCC,Ares Capital Corporation
MENT,MENT,Mentor Graphics Corporation
VRSK,VRSK,Verisk Analytics, Inc.
HRL,HRL,Hormel Foods Corporation Common
PVAH,PVAH,PENN VIRGINIA CORP COM STK USD0
HMPR,HMPR,XENITH BANKSHARES INC NEW
NBCT,NBCT,NORTHWEST BANCP (WA)
GPS,GPS,Gap, Inc. (The) Common Stock
CVGI,CVGI,Commercial Vehicle Group, Inc.
CE,CE,Celanese Corporation Celanese C
PNR,PNR,Pentair plc. Ordinary Share
TPC,TPC,Tutor Perini Corporation Common
STX,STX,Seagate Technology PLC
LRCX,LRCX,Lam Research Corporation
ALSK,ALSK,Alaska Communications Systems G
SGMS,SGMS,Scientific Games Corp
WES,WES,Western Gas Partners, LP Limite
RCII,RCII,Rent-A-Center Inc.
JKS,JKS,JinkoSolar Holding Company Limi
RRC,RRC,Range Resources Corporation Com
TZA,TZA,Direxion Small Cap Bear 3X Shar
XRM,XRM,Xerium Technologies, Inc. New C
GOOG,GOOG,Alphabet Inc.
CNC,CNC,Centene Corporation Common Stoc
ICON,ICON,Iconix Brand Group, Inc.
MINI,MINI,Mobile Mini, Inc.
EPR,EPR,EPR Properties Common Stock
GM,GM,General Motors Company Common S
TUP,TUP,Tupperware Brands Corporation C
AKRX,AKRX,Akorn, Inc.
GBL,GBL,Gamco Investors, Inc. Common St
CNK,CNK,Cinemark Holdings Inc Cinemark 
ARG,ARG,Airgas, Inc.
LPNT,LPNT,LifePoint Health, Inc.
EXXI,EXXI,Energy XXI Ltd.
BKD,BKD,Brookdale Senior Living Inc. Co
IART,IART,Integra LifeSciences Holdings C
BSFT,BSFT,BroadSoft, Inc.
TCP,TCP,TC PipeLines, LP Common Units r
NUVA,NUVA,NuVasive, Inc.
BZH,BZH,Beazer Homes USA, Inc. Common S
PKOH,PKOH,Park-Ohio Holdings Corp.
GD,GD,General Dynamics Corporation Co
GNCMA,GNCMA,General Communication, Inc.
OPY,OPY,Oppenheimer Holdings, Inc. Clas
EA,EA,Electronic Arts Inc.
RTEC,RTEC,Rudolph Technologies, Inc. Comm
ZINC,ZINC,Horsehead Holding Corp.
BGCP,BGCP,BGC Partners, Inc.
GEO,GEO,Geo Group Inc (The) REIT
ARAY,ARAY,Accuray Incorporated
GTLS,GTLS,Chart Industries, Inc.
GLDD,GLDD,Great Lakes Dredge & Dock Corpo
FLIR,FLIR,FLIR Systems, Inc.
BILOLF,BILO,NA
NVTKRM,NVTK,NA
MENTOR,MENT,NA
BOBIN,BOB,NA
RAGHSA,RAGH,NA
AVYA,AV,NA
ATIAU,ATI,NA
METINV,METI,NA
EAGLED,EAGL,NA
CAPXAR,CAPX,NA
BTECN,BTE,NA
PALENT,PALE,NA
ISPIM,ISP,NA
CAMBRN,CAMB,NA
EDCON,EDC,NA
AKBNK,AKB,NA
JAS,J,NA
JMCSTL,JMCS,NA
DAIL,DA,NA
LBIMED,LBIM,NA
ZEKIND,ZEKI,NA
YLLGSP,YLLG,NA
DXSAU,DXS,NA
MEGCN,MEG,NA
BLYAU,BLY,NA
SQRTW,SQR,NA
ADSI,AD,NA
HNDLIN,HNDL,NA
WINSWY,WINS,NA
MRIYA,MRI,NA
NTPCIN,NTPC,NA
PTTEPT,PTTE,NA
PEUGOT,PEUG,NA
JAVER,JAV,NA
CONVBD,CONV,NA
RIFP,RI,NA
PRORES,PROR,NA
TKOCN,TKO,NA
TLSAU,TLS,NA
HYPEBZ,HYPE,NA
CHJMAO,CHJM,NA
CITLTD,CITL,NA
INCIRO,INCI,NA
RAMGEN,RAMG,NA
FINBN,FIN,NA
IFMCOL,IFMC,NA
CIMTUP,CIMT,NA
IOBIN,IOB,NA
CNAUTO,CNAU,NA
GARAN,GAR,NA
RENSEC,RENS,NA
FORETH,FORE,NA
KEBHNB,KEBH,NA
GZRFPR,GZRF,NA
CNPCCH,CNPC,NA
ABBEY,ABB,NA
ABNANV,ABNA,NA
GEOMAQ,GEOM,NA
SPEEDY,SPEE,NA
TFCAU,TFC,NA
RESOPW,RESO,NA
INDYIJ,INDY,NA
BEIENT,BEIE,NA
CHAPAR,CHAP,NA
XINAOG,XINA,NA
RSH,R,NA
HARNET,HARN,NA
HIMARK,HIMA,NA
SNDBIN,SNDB,NA
CRHZCH,CRHZ,NA
UNTUS,UNT,NA
MONMED,MONM,NA
SCBTB,SCB,NA
AUTGIL,AUTG,NA
WESAU,WES,NA
SHASHU,SHAS,NA
BYBLB,BYB,NA
SINOCE,SINO,NA
BAPTST,BAPT,NA
GRUPOS,GRUP,NA
TTMTIN,TTMT,NA
GRTBNL,GRTB,NA
MCP,M,NA
JASPSP,JASP,NA
UCII,UC,NA
STBCN,STB,NA
EMIRAT,EMIR,NA
OGXPBZ,OGXP,NA
IAACGA,IAAC,NA
CERP,CE,NA
CFELEC,CFEL,NA
SPABOL,SPAB,NA
KIAMTR,KIAM,NA
VQ,NA,NA
IOCLIN,IOCL,NA
SOIAZ,SOI,NA
HTHROW,HTHR,NA
QUAPAW,QUAP,NA
GYMB,GY,NA
ZIJMIN,ZIJM,NA
IMHRUS,IMHR,NA
BTGPBZ,BTGP,NA
RURL,RU,NA
METINR,METI,NA
KOHNPW,KOHN,NA
SCOTB,SCO,NA
WMG,W,NA
CITNAT,CITN,NA
TRADR,TRA,NA
GRENBK,GREN,NA
PITFOX,PITF,NA
FGBUH,FGB,NA
ALTMES,ALTM,NA
LGNS,LG,NA
QGOGBZ,QGOG,NA
ADIBUH,ADIB,NA
BANGUA,BANG,NA
BLELK,BLE,NA
EKT,E,NA
CPII,CP,NA
CHMETL,CHME,NA
AFFINI,AFFI,NA
AESGEN,AESG,NA
NACF,NA,NA
ROCFIN,ROCF,NA
BILTIN,BILT,NA
GENSOL,GENS,NA
USCTRJ,USCT,NA
KCN,K,NA
XRAY,XRAY,DENTSPLY SIRONA Inc.
OMN,OMN,OMNOVA Solutions Inc. Common St
CXP,CXP,Columbia Property Trust, Inc. C
AEPI,AEPI,AEP Industries Inc.
NM,NM,Navios Maritime Holdings Inc. C
ELNK,ELNK,EarthLink Holdings Corp.
CWST,CWST,Casella Waste Systems, Inc.
CLNE,CLNE,Clean Energy Fuels Corp.
FLR,FLR,Fluor Corporation Common Stock
NFX,NFX,Newfield Exploration Company Co
AMKR,AMKR,Amkor Technology, Inc.
HRZL,HRZL,HORIZON LINES INC
FES,FES,Forbes Energy Services Ltd
UTHR,UTHR,United Therapeutics Corporation
EVEP,EVEP,EV Energy Partners, L.P.
BAS,BAS,Basic Energy Services, Inc. Com
SJM,SJM,J.M. Smucker Company (The) New 
REGN,REGN,Regeneron Pharmaceuticals, Inc.
NUAN,NUAN,Nuance Communications, Inc.
SSE,SSE,Seventy Seven Energy Inc.
PKI,PKI,PerkinElmer, Inc. Common Stock
OAS,OAS,Oasis Petroleum Inc. Common Sto
SSEI,SSEI,SEVENTY SEVEN ENER COM USD0.01
AXL,AXL,American Axle & Manufacturing H
SM,SM,SM Energy Company Common Stock
BRCM,BRCM,Broadcom Corporation
WPX,WPX,WPX Energy, Inc. Common Stock
ARDX,ARDX,Ardelyx, Inc.
TTWO,TTWO,Take-Two Interactive Software, 
SPN,SPN,Superior Energy Services, Inc. 
CYH,CYH,Community Health Systems, Inc. 
AL,AL,Air Lease Corporation Class A C
AGCO,AGCO,AGCO Corporation Common Stock
SNI,SNI,Scripps Networks Interactive, I
SARA,SARA,Saratoga Resources, Inc. Common
VNO,VNO,Vornado Realty Trust Common Sto
CAS,CAS,Castle (A.M.) & Co. Common Stoc
FDC,FDC,First Data Corporation Class A 
ECL,ECL,Ecolab Inc. Common Stock
ON,ON,ON Semiconductor Corporation
WTI,WTI,W&T Offshore, Inc. Common Stock
GFIG,GFIG,GFI Group Inc
AFSI,AFSI,AmTrust Financial Services, Inc
DUNR,DUNR,DUNE ENERGY INC
SXC,SXC,SunCoke Energy, Inc. Common Sto
ETM,ETM,Entercom Communications Corpora
NTK,NTK,Nortek Inc.
AMRN,AMRN,Amarin Corporation plc
CWEI,CWEI,Clayton Williams Energy, Inc. C
ATW,ATW,Atwood Oceanics, Inc. Common St
PHH,PHH,PHH Corp Common Stock
EROC,EROC,Eagle Rock Energy Partners, L.P
APH,APH,Amphenol Corporation Common Sto
LGF,LGF,Lions Gate Entertainment Corpor
SBSA,SBSA,Spanish Broadcasting System, In
SATS,SATS,EchoStar Corporation
NWSZF,NWSZF,NWS HOLDINGS LIMITED
EPC,EPC,Edgewell Personal Care Company 
KMT,KMT,Kennametal Inc. Common Stock
ARE,ARE,Alexandria Real Estate Equities
BLL,BLL,Ball Corporation Common Stock
HEP,HEP,Holly Energy Partners, L.P. Com
IPG,IPG,Interpublic Group of Companies,
SGY,SGY,Stone Energy Corporation Common
TRAK,TRAK,Dealertrack Technologies, Inc.
RYN,RYN,Rayonier Inc. REIT Common Stock
PCAR,PCAR,PACCAR Inc.
ODP,ODP,Office Depot, Inc.
PCLN,PCLN,The Priceline Group Inc. 
ACM,ACM,AECOM Common Stock
DPM,DPM,DCP Midstream Partners, LP DCP 
CMLS,CMLS,Cumulus Media Inc.
ADS,ADS,Alliance Data Systems Corporati
ZION,ZION,Zions Bancorporation
TEX,TEX,Terex Corporation Common Stock
XEC,XEC,Cimarex Energy Co Common Stock
CVO,CVO,Cenveo Inc Common Stock
VNR,VNR,Vanguard Natural Resources LLC
MIDCOG,MIDC,NA
ENASUR,ENAS,NA
NATCIN,NATC,NA
SWEDA,SWE,NA
SVR,S,NA
BINDPR,BIND,NA
QNBK,QN,NA
BANBOG,BANB,NA
ENMC,EN,NA
ARS,A,NA
ROGVX,ROG,NA
UNIDAS,UNID,NA
NEENST,NEEN,NA
PREEM,PRE,NA
BNDENH,BNDE,NA
CHIPOT,CHIP,NA
SMBI,SM,NA
HARTHC,HART,NA
ORGAU,ORG,NA
KCI,K,NA
FRSTSO,FRST,NA
NACN,NA,NA
SILVMA,SILV,NA
FFNTAS,FFNT,NA
RIVER,RIV,NA
EMMAUS,EMMA,NA
PURPLC,PURP,NA
MAFUAE,MAFU,NA
TCMCN,TCM,NA
GSKLN,GSK,NA
NROCC,NRO,NA
EEBCB,EEB,NA
PGSNO,PGS,NA
HOSSPE,HOSS,NA
NCMAU,NCM,NA
UPCB,UP,NA
GFIELD,GFIE,NA
IAS,I,NA
ADCBUH,ADCB,NA
TENCNT,TENC,NA
MILARG,MILA,NA
OPTSTL,OPTS,NA
CORJRL,CORJ,NA
UPMCHS,UPMC,NA
CALTEC,CALT,NA
HYNMTR,HYNM,NA
MSKCC,MSK,NA
MPTBIS,MPTB,NA
PIZA,PI,NA
PRECN,PRE,NA
USAACA,USAA,NA
EXOPAC,EXOP,NA
FRONTR,FRON,NA
SIDDRI,SIDD,NA
BOLDIN,BOLD,NA
BLUD,BL,NA
IPMT,IP,NA
FLAMES,FLAM,NA
JSCCGL,JSCC,NA
TAMWEE,TAMW,NA
BLOCKC,BLOC,NA
NAVYNO,NAVY,NA
NANFUN,NANF,NA
GMXR,GM,NA
WELTEC,WELT,NA
LIHHK,LIH,NA
CWCLN,CWC,NA
VOLCAN,VOLC,NA
LTSCN,LTS,NA
TNTLOG,TNTL,NA
CHEDOW,CHED,NA
CDRSM,CDR,NA
AVALCB,AVAL,NA
CSOLNO,CSOL,NA
BRSRBZ,BRSR,NA
CIKLIS,CIKL,NA
AMILN,AMI,NA
YKBNK,YKB,NA
END,E,NA
CAMEBO,CAME,NA
MAYMK,MAY,NA
APOLIJ,APOL,NA
SANBBZ,SANB,NA
STARBD,STAR,NA
DLLTD,DLL,NA
BOSSIE,BOSS,NA
RPLLLC,RPLL,NA
GTPCEL,GTPC,NA
WHEELK,WHEE,NA
MXCN,MX,NA
BAACN,BAA,NA
CCDJ,CC,NA
UOBSP,UOB,NA
GOLNO,GOL,NA
ISCTR,ISC,NA
QBRCN,QBR,NA
MSINS,MSI,NA
GRTLLC,GRTL,NA
WYNNLV,WYNN,NA
ORIX,OR,NA
BPALAB,BPAL,NA
WSTGRP,WSTG,NA
MOHEGN,MOHE,NA
MOTOR,MOT,NA
CAPITA,CAPI,NA
NEUBER,NEUB,NA
SLXP,SL,NA
KWGPRO,KWGP,NA
TRAGSA,TRAG,NA
MONMIN,MONM,NA
SECO,SE,NA
NBADUH,NBAD,NA
CEZCP,CEZ,NA
JBPOIN,JBPO,NA
NWUNI,NWU,NA
TUFTS,TUF,NA
SCHAHN,SCHA,NA
SYNNVX,SYNN,NA
EBIUH,EBI,NA
CHIRES,CHIR,NA
KPERM,KPE,NA
NOVASP,NOVA,NA
HTCH,HTCH,Hutchinson Technology Incorpora
FLO,FLO,Flowers Foods, Inc. Common Stoc
MU,MU,Micron Technology, Inc.
WNC,WNC,Wabash National Corporation Com
AXE,AXE,Anixter International Inc. Comm
DHI,DHI,D.R. Horton, Inc. Common Stock
TAP,TAP,Molson Coors Brewing Company Cl
RT,RT,Ruby Tuesday, Inc. Common Stock
AYR,AYR,Aircastle Limited Common Stock
SBH,SBH,Sally Beauty Holdings, Inc. (Na
HST,HST,Host Hotels & Resorts, Inc. Com
BYD,BYD,Boyd Gaming Corporation Common 
MDCO,MDCO,The Medicines Company
TCB,TCB,TCF Financial Corporation Commo
AMCX,AMCX,AMC Networks Inc.
AF,AF,Astoria Financial Corporation C
WAC,WAC,Walter Investment Management Co
RGLD,RGLD,Royal Gold, Inc.
HLPPY,HLPPY,HANG LUNG PPY SP ADR
AFFX,AFFX,Affymetrix, Inc.
CUBE,CUBE,CubeSmart Common Shares
XYL,XYL,Xylem Inc. Common Stock New
ADT,ADT,ADT Corporation
DG,DG,Dollar General Corporation Comm
GEVO,GEVO,Gevo, Inc.
LPI,LPI,Laredo Petroleum, Inc. Common S
CCO,CCO,Clear Channel Outdoor Holdings,
BONT,BONT,The Bon-Ton Stores, Inc.
NEEB,NEEB,NEEBO INC
SLGN,SLGN,Silgan Holdings Inc.
WLK,WLK,Westlake Chemical Corporation C
VOYA,VOYA,Voya Financial, Inc. Common Sto
NKTR,NKTR,Nektar Therapeutics
NTT,NTT,Nippon Telegraph and Telephone 
PRI,PRI,Primerica, Inc. Common Stock
LPX,LPX,Louisiana-Pacific Corporation C
LAMR,LAMR,Lamar Advertising Company
CDVI,CDVI,CAL DIVE INTL INC
CLH,CLH,Clean Harbors, Inc. Common Stoc
NESC,NESC,NUVERRA ENVIRONMEN COM USD0.001
FIS,FIS,Fidelity National Information S
VSAT,VSAT,ViaSat, Inc.
HOS,HOS,Hornbeck Offshore Services Comm
EXEL,EXEL,Exelixis, Inc.
IRM,IRM,Iron Mountain Incorporated (Del
IONS,IONS,Ionis Pharmaceuticals, Inc.
SIRI,SIRI,Sirius XM Holdings Inc.
KALU,KALU,Kaiser Aluminum Corporation
ATU,ATU,Actuant Corporation Common Stoc
TROX,TROX,Tronox Limited Ordinary Shares 
DVA,DVA,DaVita Inc. Common Stock
VTGDF,VTGDF,VANTAGE DRILLING COM STK USD0.0
LYV,LYV,Live Nation Entertainment, Inc.
OHI,OHI,Omega Healthcare Investors, Inc
UIS,UIS,Unisys Corporation New Common S
WMGI,WMGI,Wright Medical Group N.V.
NOG,NOG,Northern Oil and Gas, Inc. Comm
STRZA,STRZA,Starz
CME,CME,CME Group Inc.
NSANY,NSANY,NISSAN MTR SPON AD
NVR,NVR,NVR, Inc. Common Stock
MHO,MHO,M/I Homes, Inc. Common Stock
ORIG,ORIG,Ocean Rig UDW Inc.
FLS,FLS,Flowserve Corporation Common St
NGDCN,NGD,NA
SLACP,SLA,NA
ZOOMLI,ZOOM,NA
HEIANA,HEIA,NA
RWE,R,NA
MTRC,MT,NA
WELCOL,WELC,NA
UPENN,UPE,NA
SAMSNG,SAMS,NA
GLOPAR,GLOP,NA
UNELVN,UNEL,NA
UNTWLV,UNTW,NA
SZIHL,SZI,NA
MILLAR,MILL,NA
DLLR,DL,NA
NMOSRM,NMOS,NA
TPESA,TPE,NA
GUN,G,NA
HLBKMK,HLBK,NA
NORSKY,NORS,NA
MEMHLT,MEMH,NA
LNY,L,NA
TIBX,TI,NA
BAKCEY,BAKC,NA
VAKBN,VAK,NA
PZZ,P,NA
RASPAD,RASP,NA
PDNAU,PDN,NA
AVLN,AV,NA
NORBRA,NORB,NA
YZCOAL,YZCO,NA
FITPRU,FITP,NA
CARWAG,CARW,NA
CNGHLD,CNGH,NA
GEOROG,GEOR,NA
ERICB,ERI,NA
LOTTES,LOTT,NA
KOWEPW,KOWE,NA
MCCC,MC,NA
AFKSRU,AFKS,NA
SINOPE,SINO,NA
FMCN,FM,NA
PENSKE,PENS,NA
AJECBV,AJEC,NA
DIBUH,DIB,NA
LPKRIJ,LPKR,NA
MIFEL,MIF,NA
WPPLN,WPP,NA
CTGVN,CTG,NA
HARCLA,HARC,NA
EIBUH,EIB,NA
HBMCN,HBM,NA
NEXEOS,NEXE,NA
NFICN,NFI,NA
REICHH,REIC,NA
RARERG,RARE,NA
RESID,RES,NA
TIAMK,TIA,NA
RIVPIT,RIVP,NA
ADLT,AD,NA
BNFP,BN,NA
JAFZSK,JAFZ,NA
TINGYI,TING,NA
DRAGON,DRAG,NA
CHUKCH,CHUK,NA
MYLAPR,MYLA,NA
SWIPRO,SWIP,NA
ZAYOGR,ZAYO,NA
MSPD,MS,NA
PFCB,PF,NA
HELIOS,HELI,NA
KOEWPW,KOEW,NA
CYN,C,NA
MOHRGR,MOHR,NA
FSHERS,FSHE,NA
LEVI,LE,NA
SAFINA,SAFI,NA
IOIMK,IOI,NA
MONINT,MONI,NA
WELBLT,WELB,NA
GRAIL,GRA,NA
EXPNLN,EXPN,NA
MCFP,MC,NA
BOWDOI,BOWD,NA
DAVIVI,DAVI,NA
QVCN,QV,NA
GEBGG,GEB,NA
SAFTRA,SAFT,NA
DORIC,DOR,NA
CONCON,CONC,NA
AHTLN,AHT,NA
NEWCAL,NEWC,NA
CCFI,CC,NA
TACHEM,TACH,NA
MITCO,MIT,NA
ACCESS,ACCE,NA
TAGUA,TAG,NA
SBIIN,SBI,NA
HALKBK,HALK,NA
INTSJ,INT,NA
UNTHTN,UNTH,NA
LAUR,LA,NA
SPLLOG,SPLL,NA
INNOVT,INNO,NA
SOMCAY,SOMC,NA
CFGSP,CFG,NA
WAVHOL,WAVH,NA
GNBSUD,GNBS,NA
CRERES,CRER,NA
GUOLTD,GUOL,NA
SETONV,SETO,NA
WAKEFU,WAKE,NA
COZCAR,COZC,NA
EXIMBK,EXIM,NA
NYUHOS,NYUH,NA
LUTHMC,LUTH,NA
CEOAXA,CEOA,NA
BLUEWG,BLUE,NA
EPENEG,EPEN,NA
MODL,MO,NA
UNBKIN,UNBK,NA
AMEGIL,AMEG,NA
MAYOCL,MAYO,NA
BAYLOR,BAYL,NA
LOUDRE,LOUD,NA
COSL,CO,NA
MPO,M,NA
PRTLSG,PRTL,NA
SPSP,SP,NA
BAKERC,BAKE,NA
BCICI,BCI,NA
HIGHWY,HIGH,NA
IMGCN,IMG,NA
SDRLNO,SDRL,NA
SIBNEF,SIBN,NA
TRTOLA,TRTO,NA
CSC,CSC,Computer Sciences Corporation C
SQNM,SQNM,Sequenom, Inc.
IPCC,IPCC,Infinity Property and Casualty 
TSO,TSO,Tesoro Corporation Common Stock
TECD,TECD,Tech Data Corporation
NLSN,NLSN,Nielsen N.V. Ordinary Shares
FTI,FTI,FMC Technologies, Inc. Common S
BID,BID,Sotheby's Common Stock
CTRP,CTRP,Ctrip.com International, Ltd.
CHD,CHD,Church & Dwight Company, Inc. C
TICC,TICC,TICC Capital Corp.
XPO,XPO,XPO Logistics, Inc.
ITWG,ITWG,INTL WIRE GROUP HLD
BHLB,BHLB,Berkshire Hills Bancorp, Inc. C
CFG,CFG,Citizens Financial Group, Inc. 
BRS,BRS,Bristow Group Inc. Common Stock
ICE,ICE,Intercontinental Exchange Inc. 
ISLE,ISLE,Isle of Capri Casinos, Inc.
MEG,MEG,Media General, Inc. Common Stoc
UCBI,UCBI,United Community Banks, Inc.
HRB,HRB,H&R Block, Inc. Common Stock
JCOM,JCOM,j2 Global, Inc.
QTM,QTM,Quantum Corporation Common Stoc
ABBV,ABBV,AbbVie Inc. Common Stock
CAR,CAR,Avis Budget Group, Inc.
IVZ,IVZ,Invesco Ltd Common Stock
OB,OB,OneBeacon Insurance Group, Ltd.
JLL,JLL,Jones Lang LaSalle Incorporated
MPEL,MPEL,Melco Crown Entertainment Limit
PACD,PACD,Pacific Drilling S.A. Common Sh
GULF,GULF,WisdomTree Middle East Dividend
WLTG,WLTG,WALTER ENERGY INC
SPH,SPH,Suburban Propane Partners, L.P.
SFE,SFE,Safeguard Scientifics, Inc. New
VGR,VGR,Vector Group Ltd. Common Stock
NOV,NOV,National Oilwell Varco, Inc. Co
ECPG,ECPG,Encore Capital Group Inc
BVWN,BVWN,BROADVIEW NETWORKS
BIDU,BIDU,Baidu, Inc.
AMZN,AMZN,Amazon.com, Inc.
POST,POST,Post Holdings, Inc. Common Stoc
DNB,DNB,Dun & Bradstreet Corporation (T
GLT,GLT,Glatfelter Common Stock
NVGS,NVGS,Navigator Holdings Ltd. Ordinar
NTAP,NTAP,NetApp, Inc.
SIX,SIX,Six Flags Entertainment Corpora
EPAY,EPAY,Bottomline Technologies, Inc.
BFB,BFB,Brown Forman Inc Class B Common
ADSK,ADSK,Autodesk, Inc.
CIE,CIE,Cobalt International Energy, In
MYL,MYL,Mylan N.V.
FCH,FCH,FelCor Lodging Trust Incorporat
HUN,HUN,Huntsman Corporation Common Sto
GTN,GTN,Gray Communications Systems, In
SAH,SAH,Sonic Automotive, Inc. Common S
FEEC,FEEC,FAR EAST ENERGY CORP
ROADKG,ROAD,NA
SERSIM,SERS,NA
FRAGAT,FRAG,NA
SSELN,SSE,NA
SANROS,SANR,NA
NLMKRU,NLMK,NA
KAISAG,KAIS,NA
BSANCI,BSAN,NA
MSNAIR,MSNA,NA
PTTGC,PTT,NA
MHSINC,MHSI,NA
SINOLN,SINO,NA
LNCAU,LNC,NA
CYTCN,CYT,NA
CAPLSP,CAPL,NA
IDBI,ID,NA
ALGSCO,ALGS,NA
PKOBP,PKO,NA
NSHRLI,NSHR,NA
FTHDGR,FTHD,NA
MOLHB,MOL,NA
SUFP,SU,NA
ERSTBK,ERST,NA
NUFAU,NUF,NA
EM,NA,NA
MAESPE,MAES,NA
AGROK,AGR,NA
GLBACO,GLBA,NA
ENANOR,ENAN,NA
SHLFDI,SHLF,NA
SARACA,SARA,NA
PHONIX,PHON,NA
SPIAUA,SPIA,NA
